No.,대분류,중분류,소분류,데이터명(데이터 기준단위),주요 데이터내용(해당 시스템에서 추출),데이터 내용(해당 시스템에서 추출),기관명,시스템명
104,산업안전보건,산재보험,산재지정 의료기관,산재지정 의료기관 ,"관할지사, 총계, 의과(상급종합, 종합, 병원, 정신병원, 의원, 치과병원, 치과의원, 요양병원), 한의과(병원, 의원)","관할지사, 총계, 의과(상급종합, 종합, 병원, 정신병원, 의원, 치과병원, 치과의원, 요양병원), 한의과(병원, 의원)",근로복지공단,노동보험시스템
105,일자리,건설근로자,건설근로자 구인·구직,일자리정보,"사업체명, 사업자등록번호, 대표자, 소재지, 업종, 사업내용, 근로자 수, 채용제목, 공사명, 모집직종, 모집인원, 직무내용, 채용기간, 경력, 자격면허, 기술·기능 정도, 근무예정지, 근무시간, 임금지급일, 임금액, 고용 형태","사업체명, 사업자등록번호, 대표자, 소재지, 업종, 사업내용, 근로자 수, 채용제목, 공사명, 모집직종, 모집인원, 직무내용, 채용기간, 경력, 자격면허, 기술·기능 정도, 근무예정지, 근무시간, 임금지급일, 임금액, 고용 형태",건설근로자공제회,건설e음
106,일자리,건설근로자,건설근로자 구인·구직,인재정보,"성명, 주민등록번호, 주소, 휴대전화, 희망직종, 희망지역, 기술·기능정도, 희망임금","성명, 주민등록번호, 주소, 휴대전화, 희망직종, 희망지역, 기술·기능정도, 희망임금",건설근로자공제회,건설e음
107,일자리,고용보험,고용보험 적용징수,고용보험 보험료,"사업장명, 산재(고용)업종코드, 총상시인원, 보수총액, 실업급여보험료, 고용안정직업능력보험료, 실업급여요율, 고용안정직업능력요율","관리번호, 사업장명, 사업장주소, 사업장전화번호, 산재(고용)업종코드, 총상시인원, 상시인원, 산재(고용)성립일, 사업구분, 보수총액, 실업급여보험료, 고용안정직업능력보험료, 임금채권경감, 출퇴근재해비율, 실업급여요율, 고용안정직업능력요율, 납부기한, 매월말근로자수",근로복지공단,가입부과신정보시스템
108,일자리,고용보험,고용보험 적용징수,고용보험 사업장정보,"관리번호, 사업장명, 사업장주소, 사업장전화번호, 산재(고용)업종코드, 총상시인원, 상시인원, 산재(고용)성립일, 사업구분, 고용보험료지원신청여부","관리번호, 사업장명, 사업장주소, 사업장전화번호, 산재(고용)업종코드, 총상시인원, 상시인원, 산재(고용)성립일, 사업구분, 고용보험료지원신청여부, 사업자등록번호(법인번호), 본지사구분, 대규모기업여부, 대표자주민번호, 사무대행기관번호, 동일위험사업장유무, 산재(고용)소멸일, 임금채권성립일, 임채구분, 미가입재해여부, 고용(산재)제외여부, 석면여부",근로복지공단,가입부과신정보시스템
109,일자리,고용보험,고용보험 적용징수,고용보험 피보험자,"관리번호, 주민번호, 성명, 취득일자, 상실일자, 상실사유구분, 보수총액, 근무년월, 근로일수, 일평균근로시간, 산재(고용)직종구분","관리번호, 주민번호, 성명, 취득일자, 상실일자, 상실사유구분, 보수총액, 근무년월, 근로일수, 일평균근로시간, 산재(고용)직종구분, 보험료부과구분, 주소, 외국인여부, 국적구분, 체류자격코드, 휴직시작일, 휴직종료일, 전근일, 일용근무일",근로복지공단,가입부과신정보시스템
110,일자리,고용보험,고용보험 고용안정지원,고용안정지원금,"지원금접수번호, 대상자고객번호, 소속사업장고객번호, 지원금구분코드,지원금구분코드명,지원금신청금액, 지원금신청인원수, 기금결재일자, 지급구분, 지급형태코드, 업종코드, 실지급액, 상계세입금액, 상계여입금액, 상계처리검토내역, 지원금액, 지원인원수, 결의서번호, 대규모기업구분, 피보험자수, 상시근로자수","지원금접수번호, 대상자고객번호, 소속사업장고객번호, 지원금구분코드,지원금구분코드명, 지원금신청금액, 지원금신청인원수, 기금결재일자, 지급구분, 지급형태코드, 업종코드, 실지급액, 상계세입금액, 상계여입금액, 상계처리검토내역, 지원금액, 지원인원수, 결의서번호, 대규모기업구분, 피보험자수, 상시근로자수, 세입처리여부, 징수요청번호, 회수횟수, 추가회수사유, 일부부지급사유, 보완차수, 세입금액, 여입금액, 기지급추가인원수, 기지급추가금액, 기지급추가시설금액, 미신청추가인원수, 미신청추가금액, 미신청추가시설금액, 신청단위구분, 신청시작년도, 신청시작분기월, 신청종료년도, 신청종료분기월, 신청순번, 업종차수, 신고접수번호, 기관일련번호, 계좌번호ID, 사업장담당자명, 사업장담당자전화번호, 사업장담당자휴대전화번호, OCR출력수, 사업장담당자이메일, 부모지원금접수번호, 신청등록여부, 지원금, 구분, 사업장담당자팩스번호, 지급한도초과금액, 사업주명, 사업주주민등록번호",한국고용정보원,고용보험시스템
111,일자리,고용보험,고용보험 고용안정지원,청년 고용안정지원금,"지원금접수번호, 대상자고객번호, 소속사업장고객번호, 지원금구분코드,지원금구분코드명,지원금신청금액, 지원금신청인원수, 기금결재일자, 지급구분, 지급형태코드, 업종코드, 실지급액, 상계세입금액, 상계여입금액, 상계처리검토내역, 지원금액, 지원인원수, 결의서번호, 대규모기업구분, 피보험자수, 상시근로자수","지원금접수번호, 대상자고객번호, 소속사업장고객번호, 지원금구분코드,지원금구분코드명, 지원금신청금액, 지원금신청인원수, 기금결재일자, 지급구분, 지급형태코드, 업종코드, 실지급액, 상계세입금액, 상계여입금액, 상계처리검토내역, 지원금액, 지원인원수, 결의서번호, 대규모기업구분, 피보험자수, 상시근로자수, 세입처리여부, 징수요청번호, 회수횟수, 추가회수사유, 일부부지급사유, 보완차수, 세입금액, 여입금액, 기지급추가인원수, 기지급추가금액, 기지급추가시설금액, 미신청추가인원수, 미신청추가금액, 미신청추가시설금액, 신청단위구분, 신청시작년도, 신청시작분기월, 신청종료년도, 신청종료분기월, 신청순번, 업종차수, 신고접수번호, 기관일련번호, 계좌번호ID, 사업장담당자명, 사업장담당자전화번호, 사업장담당자휴대전화번호, OCR출력수, 사업장담당자이메일, 부모지원금접수번호, 신청등록여부, 지원금, 구분, 사업장담당자팩스번호, 지급한도초과금액, 사업주명, 사업주주민등록번호",한국고용정보원,고용보험시스템
112,일자리,고용보험,고용보험 고용안정지원,출산육아기 고용안정지원금,"지원금접수번호, 대상자고객번호, 소속사업장고객번호, 지원금구분코드,지원금구분코드명,지원금신청금액, 지원금신청인원수, 기금결재일자, 지급구분, 지급형태코드, 업종코드, 실지급액, 지원금액, 지원인원수, 결의서번호, 대규모기업구분, 피보험자수, 상시근로자수","지원금접수번호, 대상자고객번호, 소속사업장고객번호, 지원금구분코드,지원금구분코드명, 지원금신청금액, 지원금신청인원수, 기금결재일자, 지급구분, 지급형태코드, 업종코드, 실지급액, 상계세입금액, 상계여입금액, 상계처리검토내역, 지원금액, 지원인원수, 결의서번호, 대규모기업구분, 피보험자수, 상시근로자수, 세입처리여부, 징수요청번호, 회수횟수, 추가회수사유, 일부부지급사유, 보완차수, 세입금액, 여입금액, 기지급추가인원수, 기지급추가금액, 기지급추가시설금액, 미신청추가인원수, 미신청추가금액, 미신청추가시설금액, 신청단위구분, 신청시작년도, 신청시작분기월, 신청종료년도, 신청종료분기월, 신청순번, 업종차수, 신고접수번호, 기관일련번호, 계좌번호ID, 사업장담당자명, 사업장담당자전화번호, 사업장담당자휴대전화번호, OCR출력수, 사업장담당자이메일, 부모지원금접수번호, 신청등록여부, 지원금, 구분, 사업장담당자팩스번호, 지급한도초과금액, 사업주명, 사업주주민등록번호",한국고용정보원,고용보험시스템
113,일자리,고용보험,고용보험 부정수급,고용보험 부정수급,"사업자등록번호, 사업장고객번호, 사업장관리번호, 사업장명, 고객명, 고객번호, 부정수급처분여부, 사건접수일자, 적발유형코드, 부정수급사유코드, 부정수급상세사유, 부정수급유형","사업자등록번호, 사업장고객번호, 사업장관리번호, 사업장명, 고객명, 고객번호, 부정수급처분여부, 사건접수일자, 적발유형코드, 부정수급사유코드, 부정수급상세사유, 부정수급유형, 신고내역, 신고내역내용, 신고내용, 신고년월, 신고방법코드, 신고변경일시, 신고분기, 신고서감원처리구분, 신고인고객번호, 신고인기본주소, 신고인동의방법내용, 신고인동의여부, 신고인명, 신고인상세주소, 신고인생년월일, 신고인성명, 신고인순번, 신고인연락처ID, 신고인우편번호, 신고인전화번호, 신고인휴대전화번호, 신고일자, 신고자ID, 신고자기관코드, 신고자성명, 신고자순번, 신고자안내내용, 신고자처리상태코드, 신고처리상태코드, 신규수사지휘서접수구분코드, 신청대상구분, 신청사유내용, 실사유형, 실사유형사유, 실사유형사유내용, 실사유형코드, 실사처리기관일련번호, 실사처리사유, 실사처리일자, 실제포상금액, 심사결과구분, 심사결과일자, 심사등록일자, 심사만료일자, 심사불가사유, 압수대상물품, 압수대상자명, 압수수색검증대상정보, 압수수색일자, 연대책임고객번호, 연대책임구분, 연대책임순번, 연대책임연락처ID, 연대책임유무, 연장건의번호, 연장기일, 연장사유, 연장요청사유, 영장구분, 영장발부번호, 영장신청사유, 영장유효일자, 영장진행번호, 영장집행일자, 영장집행장소, 영장처리결과, 예금주명, 예정일자, 온나라문서번호, 외부공조구분, 요청허가법원, 원공소시효일자, 위반법규내용, 유예사유, 유예시작일자, 유예종료일자, 유예형명, 은행명, 의심자, 고객번호, 의심자조사구분, 이관번호, 이관사유, 이관사유내용, 이송기관일련번호, 이송사건주소, 이송사유, 이송일자, 익명신고경로코드, 익명신고접수번호, 인지경위, 인치구금장소, 인치일시, 인치장소, 입감의뢰일시, 입감조치일련번호, 재기구분, 재기소사건등록여부, 재범우려여부, 재신청사유, 적발유형명, 적발유형상세설명, 적발유형설명, 적발유형적용시작일자, 적발유형적용종료일자, 적발유형코드, 적발일련번호, 적부심사기관명, 적용제외시작일자, 적용제외종료일자, 제한구분코드, 조사결과내용, 조사내역, 조사내용, 조사복명결과내용, 조사복명명, 조사복명시작일자, 조사복명종료일자, 조사시작일자, 조사유형코드, 조사일자, 조사자의견내용, 조사자직무명, 조사자확인내용, 조사점검대상, 조사종료일자, 조치구분, 조치내용, 조치일련번호, 조치일자, 조회사유내용, 조회일자, 종결구분, 종료일자, 종별변경전수배구분, 죄명, 죄명코드, 주거지연락처ID, 준비서류명, 중도탈락일자, 중복기간시작일자, 중복기간종료일자, 중복수혜적발구분, 중복일수, 중지이후반환액, 즉결심판구분내용, 즉시감면액, 즉시납부약속여부, 증가액, 증감반환액, 증감사유, 증감사유코드, 증감순번, 증감액, 증거물, 지급제한부정여부, 지급제한사업주공모여부, 지급제한사유코드, 지급제한상세내용, 지급제한시작일자, 지급제한종료일자, 지급종료일자, 지급횟수, 지명수배요청여부, 지명수배조치일련번호, 지문번호, 지문송부번호, 지시완료일자, 지시일자, 집행일시, 집행장소, 징수결정액, 징수반환금액, 징수요청번호, 징수요청순번, 참고사항내용, 참고인고객번호, 참고인고객연락처ID, 참고인성명, 참고인순번, 참고인우려여부, 참고인중지구분, 처리기한연장횟수, 처리기한일자, 처리내용, 처리사유, 처리상태코드, 처분내용, 처분순위값, 처분일자, 처분죄명, 처분취소사유코드, 처분취소상세사유, 처분취소일자, 첨부내용, 체류기간, 체포일시, 체포장소, 추가송치번호, 추가송치일자, 추가증거물, 추가징수액, 추가징수여부, 추가징수코드, 출석결과, 출석요구일시, 출석일자, 출석자고객번호, 출석자구분, 출석자주소구분, 출석통지방법, 출입국진행번호, 출장기간시작일자, 출장기간종료일자, 출장목적내용, 출장자성명, 출장지세부주소, 출장지우편번호, 출장지주소, 취득인원수, 취소액, 취소여부, 취소일자, 통보경찰서명, 통보구분, 통보일자, 통신사실확인자료진행번호, 통신시설요청결과, 통신시설요청대상, 통신시설요청범위, 통신시설요청집행기관명, 통지정보, 특이사유, 팩스번호, 포상금액, 포상금액지급여부, 포상여부, 포상처리상태코드, 피고인고객번호, 피고인구분, 피고인내역, 피고인명, 피고인명변경여부, 피고인순번, 피고인통계표번호, 피의자성명, 피해사실요지, 필요자료범위, 형량단기년도, 형량단기월값, 형량면제여부, 형량장기년도, 형량장기월값, 형량형명, 형사고발구분, 코드, 형사고발대상_기타사유, 형사고발대상_대표자명, 형사고발대상_훈련기관, 형사고발사유_기타사유, 형사고발사유코드, 형사고발일자, 형사고발조치결과내용, 홈페이지계좌번호, 홈페이지부정수급기본주소, 홈페이지부정수급상세주소, 홈페이지부정수급우편번호, 홈페이지부정수급이동전화번호, 홈페이지부정수급자명, 홈페이지부정수급전화번호, 홈페이지신고내용, 홈페이지예금주명, 홈페이지은행코드, 확정반환명령액, 확정부정수급건수, 확정부정수급액, 확정일자, 환수액, 휴업시작일자, 휴업종료일자, 휴직구분코드, 휴직사유코드, 휴직시작일자, 휴직종료일자",한국고용정보원,고용보험시스템
114,일자리,고용보험,고용보험 실업급여,실업급여 수급자격,"수급자격유형, 장애인여부, 자격취득일자, 피보험기간, 소정근로시간, 소정급여일수, 수급기간만기일자, 최초실업인정일자, 급여기초임금일액, 수급자격인정여부, 일용직근무일수, 피보험기간시작일자, 피보험기간종료일자","수급자격접수번호, 수급자격신청일자, 고객번호, 수급자격유형, 장애인여부, 구직번호코드, 고용보험자격취득일자, 이전이직사업장고객번호, 피보험기간, 피보험단위기간, 소정근로시간, 소정급여일수, 수급기간만기일자, 최초실업인정일자, 급여기초임금일액, 수급자격인정여부, 일용직근무일수, 피보험기간시작일자, 피보험기간종료일자, 이직일, 대기일수, 다음실업인정일자, 이직사유, 이직사유코드, 수급자격처리기관일련번호, 구직급여일액, 실업크레딧 여부",한국고용정보원,고용보험시스템
115,일자리,고용보험,고용보험 실업급여,실업급여 실업인정,"수급자격접수번호, 민원접수번호, 고객번호, 계좌번호ID, 급여지급코드, 급여예외구분, 실업인정일자, 지급결정일자, 인정시작일자, 인정종료일자, 다음실업인정일자, 구직급여지급액","수급자격접수번호, 민원접수번호, 고객번호, 계좌번호ID, 급여지급코드, 급여예외구분, 실업인정일자, 지급결정일자, 인정시작일자, 인정종료일자, 다음실업인정일자, 구직급여지급액, 실업인정일수, 인정여부, 실업인정차수, 신청경로코드, 처리기관일련번호",한국고용정보원,고용보험시스템
116,일자리,고용보험,고용보험 심사?심판,고용보험 심사청구 결정,"결정구분, 심사구분, 원처분내용, 원처분고지여부, 원처분고지내용, 결정인지일자, 결정서수신일자, 심사관고지여부, 심사관고지내용","심사청구접수번호, 심사구분, 청구인고객번호, 심사청구일자, 대리인유무, 대리인고객번호, 청구취지내용, 청구사유, 원처분일자, 원처분인지일자, 원처분내용, 원처분고지여부, 원처분고지내용, 결정인지일자, 결정서수신일자, 심사관고지여부, 심사관고지내용, 취하일자, 취하사유, 반려일자, 반려사유, 사건번호, 결정일자, 결정구분, 결정서접수번호, 이송일자, 이송사유, 발송일자, 수신일자",한국고용정보원,고용보험시스템
117,일자리,고용보험,고용보험 심사?심판,고용보험 행정소송,"행정소송청구일자, 원처분일자, 판결일자, 사건명","행정소송접수번호, 행정소송청구일자, 원처분일자, 원처분인지일자, 행정소송근거접수번호, 청구인고객번호, 사업장고객번호, 피고인고객번호, 원고인고객번호, 원고사업장고객번호, 판결일자, 사건번호, 사건명",한국고용정보원,고용보험시스템
118,일자리,고용보험,고용보험 심사?심판,고용보험 행정심판,"행정심판접수번호, 행정심판청구일자, 청구인고객번호, 사업장고객번호, 피고인고객번호, 원고인고객번호, 판결일자, 종료여부, 원처분접수번호, 원처분일자, 원처분인지일자, 원처분내","행정심판접수번호, 행정심판청구일자, 청구인고객번호, 사업장고객번호, 피고인고객번호, 원고인고객번호, 판결일자, 종료여부, 원처분접수번호, 원처분일자, 원처분인지일자, 원처분내용, 사건번호, 사건명, 원고사업장고객번호",한국고용정보원,고용보험시스템
119,일자리,고용보험,모성보호 육아지원,모성보호 육아지원,"사업장명, 사업장관리번호, 사업장주소, 전화번호(사업장), 근로자, 성명, 주민등록번호(근로자), 전화번호(근로자), 자녀, 성명, 주민등록번호(자녀), 출산휴가/육아휴직/단축근로, 부여기간, 출산일, 급여, 신청기간, 통상임금, 단축, 전/후, 소정근로시간, 지급결정액, 지급처리기관, 지급결정일자",사업장명 사업장관리번호 사업장주소 전화번호(사업장) 근로자 성명 주민등록번호(근로자) 전화번호(근로자) 자녀 성명 주민등록번호(자녀) 출산휴가/육아휴직/단축근로 부여기간 출산일 급여 신청기간 조기복직일자 다태아여부 통상임금 단축 전/후 소정근로시간 지급결정액 지급처리기관 지급결정일자,한국고용정보원,고용보험시스템
120,일자리,사회적기업,사회적기업 육성,부정수급내역,"기업명, 사업명, 분야, 지원금총액, 부정수급액, 환수액, 부정수급내역, 환수처분 정보, 형사고발여부, 미환수사유, 적발경위, 부정수급 발생일","기업명, 사업명, 분야, 지원금총액, 부정수급액, 환수액, 부정수급내역, 환수처분 정보, 형사고발여부, 미환수사유, 적발경위, 부정수급 발생일, 사업자등록번호, 고용보험관리번호, 사업장관리번호, 인증(지정) 정보, 부정수급 국비, 부정수급 지방비, 수행배제 일자, 지급제한 정보, 등록 정보, 수정 정보",한국사회적기업진흥원,통합사업관리시스템
121,일자리,사회적기업,사회적기업 육성,사업개발비사업,"사업명, 사업시작일, 사업종료일, 사업비총액, 보조금총액, 자체부담총액, 사업목적, 추진실적, 상세사업성과, 사업추진성과, 제출일자, 신청전월상시근로자수, 신청전월매출금액, 종료전월상시근로자수, 종료전월매출금액, 보조금 정보, 자체부담금 정보","사업명, 사업시작일, 사업종료일, 사업비총액, 보조금총액, 자체부담총액, 사업목적, 추진실적, 상세사업성과, 사업추진성과, 제출일자, 신청전월상시근로자수, 신청전월매출금액, 종료전월상시근로자수, 종료전월매출금액, 보조금 정보, 자체부담금 정보",한국사회적기업진흥원,통합사업관리시스템
122,일자리,사회적기업,사회적기업 육성,사회보험료지원사업,"지원기관명, 지원내용, 지원인원수, 지원금액, 재정지원사업 참여여부","지원기관명, 지원내용, 지원인원수, 지원금액, 참여시작일, 참여종료일, 지급일, 사업심사일, 회수일, 회수금액, 회수사유, 지급취소일, 지급취소사유, 지급보류사유, 재정지원사업 참여여부, 이자 발생비, 추가지원금",한국사회적기업진흥원,통합사업관리시스템
123,일자리,사회적기업,사회적기업 육성,사회적기업가 육성사업,"법인명, 근로자수, 전체근로자수, 전년매출액, 인증사회적기업업종, 창업팀명, 대면심사정보, 서류심사정보, 소셜미션, 사업분야, 주업종, 부업종, 지역(예비)사업장 소재지","법인명, 법인등록번호, 근로자수, 전체근로자수, 전년매출액, 인증사회적기업업종, 전화번호, 창업팀명, 대표자정보, 대면심사정보, 서류심사정보, 소셜미션, 사업분야, 주업종, 부업종, 지역(예비)사업장 소재지, 현재 창업여부, 창업형태, 창업일자, 사업자등록번호, 창업팀 생성기수, 육성사업 접수번호, 소셜벤처 접수번호, 아이템명, 홈페이지 주소, 주요 사회적목적",한국사회적기업진흥원,통합사업관리시스템
124,일자리,사회적기업,사회적기업 육성,일자리창출사업,"배정인원수, 목표매출금액, 국고이자 발생정보, 수입금, 지출금, 이익금, 추진실적, 제출일자, 사업내용","책임자명, 사업시작일, 사업종료일, 배정인원수, 목표매출금액, 국고이자 발생정보, 수입금, 지출금, 이익금, 추진실적, 제출일자, 사업내용, 주민번호, 성별, 이름, 취약계층구분코드, 근무시작일, 근무종료일, 채용일, 중도탈락일, 중도탈락사유, 선발일자",한국사회적기업진흥원,통합사업관리시스템
125,일자리,사회적기업,사회적기업 육성,전문인력지원사업,"당월집행액, 당월지원금신청액, 반납 지원금, 추가 지원금","지원금신청년일, 당월집행액, 당월지원금신청액, 지급일, 계좌번호, 은행명, 예금주, 재정지원년차수, 반납 지원금, 이자 발생비, 추가 지원금, 신청기업명, 대표자명, 연락처, 사업자등록번호, 우편번호, 주소",한국사회적기업진흥원,통합사업관리시스템
126,일자리,사회적기업,사회적기업 육성,지역특화사업,"사업명, 사업비총액, 보조금총액, 자체부담총액, 사업목적, 추진실적, 사업추진성과, 제출일자, 보조금 정보, 자체부담금 정보, 상세사업성과, 자체평가","특화사업번호, 사업명, 사업시작일, 사업종료일, 사업비총액, 보조금총액, 자체부담총액, 사업목적, 추진실적, 사업추진성과, 제출일자, 보조금 정보, 자체부담금 정보, 상세사업성과, 자체평가",한국사회적기업진흥원,통합사업관리시스템
127,일자리,사회적기업,사회적기업 육성,컨설팅사업,"컨설팅 업체명, 컨설팅 주제, 컨설턴트 정보, 승인상태, 승인일자, 신청년도, 신청차수, 자산총계, 경상이익, 경상이익률, 자본총계, 부채총계, 부채비율, 3년간 실적수, 3년간 실적금액, 전문분야","컨설팅 업체명, 컨설팅 시작일자, 컨설팅 종료일자, 컨설팅 주제, 컨설팅 수행금액, 컨설턴트 정보, 승인상태, 승인일자, 신청년도, 신청차수, 자산총계, 경상이익, 경상이익률, 자본총계, 부채총계, 부채비율, 3년간 실적수, 3년간 실적금액, 전문분야, 총괄 책임자 정보, 과제 책임자 정보, 회사명, 사업자등록번호, 대표자, 설립년도, 우편번호, 주소",한국사회적기업진흥원,통합사업관리시스템
128,일자리,사회적기업,사회적기업 정보,사회적기업 이러닝,"컨텐츠종류, 과정명, 학습목표, 학습대상, 학습분량, 내용구성, 학습운영원칙, 진도율, 수료증 발급여부, 학습시간, 수료기준점수, 형성평가, 최종평가, 학습참여도, 폐강여부","컨텐츠종류, 과정명, 학습목표, 학습대상, 학습분량, 내용구성, 학습운영원칙, 진도율, 수료증 발급여부, 학습시간, 수료기준점수, 형성평가, 최종평가, 학습참여도, 폐강여부",한국사회적기업진흥원,통합사업관리시스템
129,일자리,사회적기업,사회적기업 정보,사회적기업 현황,"기관명, 지정시작일, 지정종료일, 소재지, 사업내용, 사회적목적구분, 전체근로자, 자체근로자, 일자리창출참여근로자, 취약계층근로자, 조직형태, 인·지정현황","기관명, 고용보험관리번호, 사업자등록번호, 지정시작일, 지정종료일, 대표자, 전화번호, 소재지, 사업내용, 사회적목적구분, 전체근로자, 자체근로자, 일자리창출참여근로자, 취약계층근로자, 조직형태, 인·지정현황, 중도탈락사유, 인증일자사유, 기업아이디, 상위부서코드, 부서코드, 연번",한국사회적기업진흥원,통합사업관리시스템
130,일자리,사회적기업,사회적기업 정보,성장지원센터,"운영센터, 운영지원기관 시작일자, 운영지원기관 종료일자, 입주기업 정보, 총괄책임자 정보, 실무담당자 정보, 소재지, 설립년도, 승인여부","운영센터, 운영지원기관 시작일자, 운영지원기관 종료일자, 입주기업 정보, 총괄책임자 정보, 실무담당자 정보, 소재지, 설립년도, 승인여부, 입주년도, 입주차수, 입주종료일자",한국사회적기업진흥원,통합사업관리시스템
131,일자리,사회적기업,사회적기업 정보,위탁운영기관,"위탁운영기관명, 우편번호, 기본주소, 상세주소, 연락처, 이메일, 대표자명, 사업자등록번호, 법인등록번호, 컨소시엄정보, 육성사업기관특화여부, 소셜벤처기관사용여부","위탁운영기관명, 우편번호, 기본주소, 상세주소, 연락처, 이메일, 대표자명, 사업자등록번호, 법인등록번호, 컨소시엄정보, 육성사업기관특화여부, 소셜벤처기관사용여부",한국사회적기업진흥원,통합사업관리시스템
132,일자리,사회적기업,사회적기업 정보,유급근로자현황,"근로자 상세정보, 취약계층유형, 임금, 근로시간, 고용형태, 직종, 재정지원사업 참여여부, 기타 정부지원 여부, 고용보험가입여부","근로자명, 생년월일, 성별, 취약계층유형, 입사일, 임금, 근로시간, 고용형태, 직종, 재정지원사업 참여여부, 기타 정부지원 여부, 고용보험가입여부, 주민등록번호, 취약계층 자격 취득·상실일, 고용보험가입기업명, 취약계층입증자료, 보고년도",한국사회적기업진흥원,통합사업관리시스템
133,일자리,사회적기업,사회적기업 정보,취약계층고용증명서,"발급번호, 인증인가번호, 사업장명, 우편번호, 주소, 대표자명, 법인등록번호, 사업자등록번호, 사용용도, 신청일자, 발급일자, 보완요청일자","발급번호, 인증인가번호, 사업장명, 우편번호, 주소, 대표자명, 법인등록번호, 사업자등록번호, 사용용도, 신청일자, 발급일자, 보완요청일자, 최종승인여부, 자격취득자명부, 유급근로자수, 취약계층근로자수, 인가부처",한국사회적기업진흥원,통합사업관리시스템
134,일자리,사회적기업,사회적기업 정보,프로보노,"신청관리번호, 경력정보, 활동방식, 활동지역, 소속, 직업, 경력, 신청일자, 신청자정보, 상담내용","신청관리번호, 경력정보, 활동방식, 활동지역, 소속, 직업, 경력, 신청일자, 신청자정보, 상담내용, 접수일자, 완료일자, 반려일자",한국사회적기업진흥원,통합사업관리시스템
135,일자리,사회적기업,사회적기업 판로,공공구매 우선실적,"기관구분, 기관명, 년도, 총구매액, 사회적기업구매액, 비율, 총구매액(계획), 사회적기업구매액(계획), 비율(계획), 우편번호, 주소, 구매내역, 고유번호증, 처리상태코드","기관구분, 기관명, 년도, 총구매액, 사회적기업구매액, 비율, 총구매액(계획), 사회적기업구매액(계획), 비율(계획), 우편번호, 주소, 구매내역, 고유번호증, 처리상태코드",한국사회적기업진흥원,판로플랫폼
136,일자리,사회적기업,사회적기업 판로,사회적기업 상품,"판매자ID, 상품코드, 상품명, 상품간단설명, 공개여부, 원산지, 제조사,  판매가, 할인구분, 품절여부, 재고수량, 재입고일자","판매자ID, 상품코드, 상품명, 상품간단설명, 공개여부, 원산지, 제조사,  판매가, 할인구분, 품절여부, 재고수량, 재입고일자, 최대주문, 최소주문, 추가구성, 사은품여부, 상품상세설명, 추천상품, 관련상품, 택배사명, 배송구분, 반송지, 배송비, 상품구분, 상품유형, 상품라벨, 비회원구매구분, 부가세면세, 수수료율, 정가, 원가, 쿠폰사용, 등록일, 판매단위, 도매여부, 견적문의, 상품ID",한국사회적기업진흥원,판로플랫폼
137,일자리,사회적기업,사회적기업 판로,입점사,"기업ID, 기업명, 사업자등록번호, 우편번호, 주소, 주소상세, 대표자명, 대표자핸드폰번호, 전화번호, 팩스번호, 홈페이지, 설립일자, 법인등록번호","기업ID, 기업명, 사업자등록번호, 우편번호, 주소, 주소상세, 대표자명, 대표자핸드폰번호, 전화번호, 팩스번호, 홈페이지, 설립일자, 법인등록번호, 인증기관, 인증일자, 인증만료일자, 업태, 종목, 인증지정번호, 총근로자, 주요생산품, 추구하는사회적가치, 등록일시, 수정일시, 사업자등록증경로, 지역코드, 통장사본경로, 중간지원기관여부, 공공구매여부, 유통채널여부",한국사회적기업진흥원,판로플랫폼
138,일자리,외국인일자리,"외국인근로자(고용허가제, E-9)",한국어능력시험,"접수번호, 시행구분ID, 시행년도, 시험회차, 접수순번, 접수자성별, 접수자국적, 접수자신청업종, 접수구분, 접수상태, 접수신청일시, 접수처리일시","접수번호, 시행구분ID, 시행년도, 시험회차, 접수순번, 접수자성별, 접수자국적, 접수자신청업종, 접수구분, 접수상태, 접수신청일시, 접수처리일시, 접수취소일시, 배정상태, 배정처리일시, 한국출국일, 취업허가만료일, 접수시험종류, 첨부파일, 일련번호, 대한민국체류기간, 부적격자확인자, 부적격자확인일시, 유턴기업여부",한국산업인력공단,고용허가제통합정보망
139,일자리,외국인일자리,"외국인근로자(동포방문취업, H-2)",외국국적동포 회원,"외국국적 동포의 고용정보, 취업교육, 성별, 혼인여부","외국국적 동포의 고용정보, 취업교육, 사용자ID, 성명, 성별, 혼인여부, 사용여부",한국산업인력공단,고용허가제통합정보망
